key,en,da,es,fr,nl,no,pt-BR,sv,zh-Hans,cy,th
admin_import_sis,https://community.canvaslms.com/t5/Admin-Guide/How-do-I-import-SIS-data-to-a-Canvas-account/ta-p/98,https://community.canvaslms.com/t5/Dansk-Administrator-Guide/Hvordan-importerer-jeg-SIS-data-til-en-Canvas-konto/ta-p/473321,https://community.canvaslms.com/t5/Gu%C3%ADa-de-Administraci%C3%B3n/C%C3%B3mo-importo-datos-de-SIS-a-una-cuenta-de-Canvas/ta-p/472931,https://community.canvaslms.com/t5/Francais-Guide-de-l/Comment-importer-des-donn%C3%A9es-SIS-dans-un-compte-Canvas/ta-p/473394,https://community.canvaslms.com/t5/Nederlands-Beheerders-Gids/Hoe-importeer-ik-SIS-gegevens-naar-een-Canvas-account/ta-p/473257,https://community.canvaslms.com/t5/Norsk-Administrator-Guiden/Hvordan-importerer-jeg-SIS-data-til-en-Canvas-konto/ta-p/473431,https://community.canvaslms.com/t5/Guia-do-Administrador/Como-fa%C3%A7o-para-importar-dados-SIS-para-uma-conta-do-Canvas/ta-p/473079,https://community.canvaslms.com/t5/Svenska-Administrat%C3%B6r-Guide/Hur-importerar-jag-SIS-data-till-ett-Canvas-konto/ta-p/473428,https://community.canvaslms.com/t5/%E6%8C%87%E5%8D%97%E4%B8%AD%E6%96%87%E7%89%88-%E7%AE%A1%E7%90%86%E5%91%98%E6%8C%87%E5%8D%97-admin/%E6%88%91%E8%AF%A5%E5%A6%82%E4%BD%95%E6%8A%8A-SIS-%E6%95%B0%E6%8D%AE%E5%AF%BC%E5%85%A5%E8%87%B3-Canvas-%E5%B8%90%E6%88%B7/ta-p/473369,https://community.canvaslms.com/t5/Gymraeg-Canllaw-Gweinyddwyr/Sut-ydw-i-n-mewngludo-data-SIS-i-gyfrif-Canvas/ta-p/473342,
admin_app_center_allowlist,https://community.canvaslms.com/t5/Admin-Guide/How-do-I-manage-a-whitelist-in-the-Edu-App-Center/ta-p/203,https://community.canvaslms.com/t5/Dansk-Administrator-Guide/Hvordan-administrerer-jeg-en-tilladelsesliste-i-Edu-App-Center/ta-p/439599,https://community.canvaslms.com/t5/Gu%C3%ADa-de-Administraci%C3%B3n/C%C3%B3mo-administro-una-lista-de-permitidos-en-Edu-App-Center/ta-p/2126,https://community.canvaslms.com/t5/Francais-Guide-de-l/Comment-g%C3%A9rer-une-liste-d-autorisations-dans-le-centre-d/ta-p/439179,https://community.canvaslms.com/t5/Nederlands-Beheerders-Gids/Hoe-beheer-ik-een-acceptatielijst-in-het-Edu-App-Center/ta-p/439805,https://community.canvaslms.com/t5/Norsk-Administrator-Guiden/Hvordan-behandler-jeg-en-tillatelsesliste-i-Edu-App-senter/ta-p/441057,https://community.canvaslms.com/t5/Guia-do-Administrador/Como-fa%C3%A7o-para-gerenciar-uma-lista-de-permiss%C3%B5es-no-Edu-App/ta-p/2458,https://community.canvaslms.com/t5/Svenska-Administrat%C3%B6r-Guide/Hur-hanterar-jag-en-lista-%C3%B6ver-till%C3%A5tna-appar-i-Edu-App-Center/ta-p/441424,https://community.canvaslms.com/t5/%E6%8C%87%E5%8D%97%E4%B8%AD%E6%96%87%E7%89%88-%E7%AE%A1%E7%90%86%E5%91%98%E6%8C%87%E5%8D%97-admin/%E5%A6%82%E4%BD%95%E5%9C%A8%E6%95%99%E8%82%B2%E5%BA%94%E7%94%A8%E7%A8%8B%E5%BA%8F%E4%B8%AD%E5%BF%83%E7%AE%A1%E7%90%86%E5%85%81%E8%AE%B8%E5%88%97%E8%A1%A8/ta-p/440300,https://community.canvaslms.com/t5/Gymraeg-Canllaw-Gweinyddwyr/Sut-ydw-i-n-rheoli-rhestr-o-gyfeiriadau-wedi-u-caniat%C3%A1u-yn-yr/ta-p/441696,
admin_custom_js_css,https://community.canvaslms.com/t5/Admin-Guide/How-do-I-upload-custom-JavaScript-and-CSS-files-to-an-account/ta-p/253,https://community.canvaslms.com/t5/Dansk-Administrator-Guide/Hvordan-uploader-jeg-brugerdefinerede-JavaScript-og-CSS-filer/ta-p/439613,https://community.canvaslms.com/t5/Gu%C3%ADa-de-Administraci%C3%B3n/C%C3%B3mo-puedo-subir-archivos-JavaScript-y-CSS-personalizados-a-una/ta-p/2127,https://community.canvaslms.com/t5/Francais-Guide-de-l/Comment-puis-je-t%C3%A9l%C3%A9charger-des-fichiers-JavaScript-et-CSS/ta-p/439213,https://community.canvaslms.com/t5/Nederlands-Beheerders-Gids/Hoe-upload-ik-aangepaste-JavaScript-en-CSS-bestanden-naar-een/ta-p/439802,https://community.canvaslms.com/t5/Norsk-Administrator-Guiden/Hvordan-laster-jeg-opp-egendefinerte-JavaScript-og-CSS-filer-til/ta-p/441078,https://community.canvaslms.com/t5/Guia-do-Administrador/Como-carregar-arquivos-personalizados-JavaScript-e-CSS-em-uma/ta-p/2477,https://community.canvaslms.com/t5/Svenska-Administrat%C3%B6r-Guide/Hur-laddar-jag-upp-anpassade-JavaScript-och-CSS-filer-till-ett/ta-p/441463,https://community.canvaslms.com/t5/%E6%8C%87%E5%8D%97%E4%B8%AD%E6%96%87%E7%89%88-%E7%AE%A1%E7%90%86%E5%91%98%E6%8C%87%E5%8D%97-admin/%E5%A6%82%E4%BD%95%E5%B0%86%E8%87%AA%E5%AE%9A%E4%B9%89-JavaScript-%E5%92%8C-CSS-%E6%96%87%E4%BB%B6%E4%B8%8A%E4%BC%A0%E5%88%B0%E5%B8%90%E6%88%B7/ta-p/440406,https://community.canvaslms.com/t5/Gymraeg-Canllaw-Gweinyddwyr/Sut-ydw-i-n-llwytho-ffeiliau-JavaScript-a-CSS-personol-i-fyny-i/ta-p/441702,
admin_training_services_portal,https://community.canvaslms.com/t5/Admin-Guide/How-do-I-use-the-Training-Services-Portal-as-an-admin/ta-p/198,https://community.canvaslms.com/t5/Dansk-Administrator-Guide/Hvordan-bruger-jeg-tr%C3%A6ningsserviceportalen-som-admin/ta-p/473318,https://community.canvaslms.com/t5/Gu%C3%ADa-de-Administraci%C3%B3n/C%C3%B3mo-uso-el-Portal-de-servicios-de-capacitaci%C3%B3n-como/ta-p/472934,https://community.canvaslms.com/t5/Francais-Guide-de-l/Comment-utiliser-le-Portail-des-services-de-formation-Training/ta-p/473391,https://community.canvaslms.com/t5/Nederlands-Beheerders-Gids/Hoe-gebruik-ik-het-het-Portal-voor-trainingservices-als/ta-p/473255,https://community.canvaslms.com/t5/Norsk-Administrator-Guiden/Hvordan-bruker-jeg-Oppl%C3%A6ringstjenesteportalen-som-en-admin/ta-p/473430,https://community.canvaslms.com/t5/Guia-do-Administrador/Como-uso-o-Portal-de-Servi%C3%A7os-de-Treinamento-como-administrador/ta-p/473082,https://community.canvaslms.com/t5/Svenska-Administrat%C3%B6r-Guide/Hur-anv%C3%A4nder-jag-Portalen-f%C3%B6r-utbildningstj%C3%A4nster-som/ta-p/473425,https://community.canvaslms.com/t5/%E6%8C%87%E5%8D%97%E4%B8%AD%E6%96%87%E7%89%88-%E7%AE%A1%E7%90%86%E5%91%98%E6%8C%87%E5%8D%97-admin/%E4%BD%9C%E4%B8%BA%E7%AE%A1%E7%90%86%E5%91%98-%E6%88%91%E8%AF%A5%E5%A6%82%E4%BD%95%E4%BD%BF%E7%94%A8%E5%9F%B9%E8%AE%AD%E6%9C%8D%E5%8A%A1%E9%97%A8%E6%88%B7%E7%BD%91%E7%AB%99/ta-p/473367,https://community.canvaslms.com/t5/Gymraeg-Canllaw-Gweinyddwyr/Sut-ydw-i-n-defnyddio-r-Porth-Gwasanaethau-Hyfforddi-fel/ta-p/473341,
basics_announcements,https://community.canvaslms.com/t5/Canvas-Basics-Guide/What-are-Announcements/ta-p/39,https://community.canvaslms.com/t5/Dansk-Grundl%C3%A6ggende-Guide/Hvad-er-bekendtg%C3%B8relser/ta-p/439553,https://community.canvaslms.com/t5/Gu%C3%ADa-del-Esencial/Qu%C3%A9-son-los-Anuncios/ta-p/1597,https://community.canvaslms.com/t5/Francais-Guide-de-l-instructeur/Qu-est-ce-que-les-annonces/ta-p/439304,https://community.canvaslms.com/t5/Nederlands-Instructeur-Gids/Wat-zijn-Aankondigingen/ta-p/439914,https://community.canvaslms.com/t5/Norsk-Grunnleggende-Guiden/Hva-er-kunngj%C3%B8ringer/ta-p/441047,https://community.canvaslms.com/t5/Guia-B%C3%A1sico/O-que-s%C3%A3o-An%C3%BAncios/ta-p/1654,https://community.canvaslms.com/t5/Svenska-Grundl%C3%A4ggande/Vad-%C3%A4r-en-Meddelande/ta-p/441396,https://community.canvaslms.com/t5/%E6%8C%87%E5%8D%97%E4%B8%AD%E6%96%87%E7%89%88-%E8%AE%B2%E5%B8%88%E6%8C%87%E5%8D%97-instructor/%E4%BB%80%E4%B9%88%E6%98%AF%E9%80%9A%E5%91%8A/ta-p/440520,https://community.canvaslms.com/t5/Gymraeg-Nodweddion-Sylfaenol/Beth-yw-Cyhoeddiadau/ta-p/441672,
basics_collaborations,https://community.canvaslms.com/t5/Canvas-Basics-Guide/What-are-Collaborations/ta-p/61,https://community.canvaslms.com/t5/Dansk-Grundl%C3%A6ggende-Guide/Hvad-er-samarbejder/ta-p/439551,https://community.canvaslms.com/t5/Gu%C3%ADa-del-Esencial/Qu%C3%A9-son-las-colaboraciones/ta-p/1603,https://community.canvaslms.com/t5/Francais-Guide-de-l-instructeur/Qu-est-ce-que-la-fonction-Collaborations/ta-p/439379,https://community.canvaslms.com/t5/Nederlands-Basis-Gids/Wat-zijn-Samenwerkingen/ta-p/439763,https://community.canvaslms.com/t5/Norsk-Grunnleggende-Guiden/Hva-er-samarbeid/ta-p/441037,https://community.canvaslms.com/t5/Guia-B%C3%A1sico/O-que-s%C3%A3o-Colabora%C3%A7%C3%B5es/ta-p/1662,https://community.canvaslms.com/t5/Svenska-Grundl%C3%A4ggande/Vad-%C3%A4r-Samarbeten/ta-p/441384,https://community.canvaslms.com/t5/%E6%8C%87%E5%8D%97%E4%B8%AD%E6%96%87%E7%89%88-%E8%AE%B2%E5%B8%88%E6%8C%87%E5%8D%97-instructor/%E4%BB%80%E4%B9%88%E6%98%AF%E5%8D%8F%E4%BD%9C/ta-p/440445,https://community.canvaslms.com/t5/Gymraeg-Nodweddion-Sylfaenol/Beth-yw-Cydweithrediadau/ta-p/441659,
basics_browser_requirements,https://community.canvaslms.com/t5/Canvas-Basics-Guide/What-are-the-browser-and-computer-requirements-for-Canvas/ta-p/66,https://community.canvaslms.com/t5/Dansk-Grundl%C3%A6ggende-Guide/Hvad-er-browser-og-computerkravene-til-Canvas/ta-p/439555,https://community.canvaslms.com/t5/Gu%C3%ADa-del-Esencial/Cu%C3%A1les-son-los-requisitos-de-navegador-y-computadora-para-Canvas/ta-p/1588,https://community.canvaslms.com/t5/Francais-Informations-G%C3%A9n%C3%A9rale/Quelles-sont-les-exigences-en-mati%C3%A8re-de-navigateur-et-d/ta-p/439431,https://community.canvaslms.com/t5/Nederlands-Basis-Gids/Wat-zijn-de-browser-en-computervereisten-voor-Canvas/ta-p/439789,https://community.canvaslms.com/t5/Norsk-Grunnleggende-Guiden/Hva-er-nettleser-og-datamaskinkravene-for-Canvas/ta-p/441022,https://community.canvaslms.com/t5/Guia-B%C3%A1sico/Quais-s%C3%A3o-os-requisitos-de-navegador-e-computador-para-o-Canvas/ta-p/1671,https://community.canvaslms.com/t5/Svenska-Grundl%C3%A4ggande/Vilka-krav-st%C3%A4ller-Canvas-p%C3%A5-webbl%C3%A4sare-och-datorer/ta-p/441421,https://community.canvaslms.com/t5/%E6%8C%87%E5%8D%97%E4%B8%AD%E6%96%87%E7%89%88-%E5%9F%BA%E6%9C%AC%E6%8C%87%E5%8D%97-basics/Canvas-%E5%AF%B9%E6%B5%8F%E8%A7%88%E5%99%A8%E5%92%8C%E8%AE%A1%E7%AE%97%E6%9C%BA%E7%9A%84%E8%A6%81%E6%B1%82%E6%98%AF%E4%BB%80%E4%B9%88/ta-p/440241,https://community.canvaslms.com/t5/Gymraeg-Nodweddion-Sylfaenol/Beth-yw-r-gofynion-cyfrifiadur-a-r-gofynion-porwr-gyfer-Canvas/ta-p/441643,
basics_speedgrader,https://community.canvaslms.com/t5/Canvas-Basics-Guide/What-is-SpeedGrader/ta-p/13,https://community.canvaslms.com/t5/Dansk-Grundl%C3%A6ggende-Guide/Hvad-er-SpeedGrader/ta-p/439544,https://community.canvaslms.com/t5/Gu%C3%ADa-del-Esencial/Qu%C3%A9-es-SpeedGrader/ta-p/1570,https://community.canvaslms.com/t5/Francais-Guide-de-l-instructeur/Qu-est-ce-que-SpeedGrader/ta-p/439356,https://community.canvaslms.com/t5/Nederlands-Basis-Gids/Wat-is-SpeedGrader/ta-p/439748,https://community.canvaslms.com/t5/Norsk-Grunnleggende-Guiden/Hva-er-SpeedGrader/ta-p/441011,https://community.canvaslms.com/t5/Guia-do-Instrutor/O-que-%C3%A9-SpeedGrader/ta-p/2652,https://community.canvaslms.com/t5/Svenska-Grundl%C3%A4ggande/Vad-%C3%A4r-SpeedGrader/ta-p/441407,https://community.canvaslms.com/t5/%E6%8C%87%E5%8D%97%E4%B8%AD%E6%96%87%E7%89%88-%E5%9F%BA%E6%9C%AC%E6%8C%87%E5%8D%97-basics/%E4%BB%80%E4%B9%88%E6%98%AFSpeedGrader/ta-p/440274,https://community.canvaslms.com/t5/Gymraeg-Nodweddion-Sylfaenol/Beth-yw-SpeedGrader/ta-p/441675,
canvas_for_elementary,https://community.canvaslms.com/t5/Canvas-for-Elementary/tkb-p/k5tkb-board,,,,,,,,,,
guides_home,https://community.canvaslms.com/t5/Canvas/ct-p/canvas,https://community.canvaslms.com/t5/Guider-p%C3%A5-Dansk-Danish/ct-p/guide_danish,https://community.canvaslms.com/t5/Gu%C3%ADas-en-Espa%C3%B1ol-Spanish/ct-p/espanol_guides,https://community.canvaslms.com/t5/Guides-en-Fran%C3%A7ais-French/ct-p/guide_french,https://community.canvaslms.com/t5/Gidsen-in-het-Nederlands-Dutch/ct-p/guide_dutch,https://community.canvaslms.com/t5/Guider-p%C3%A5-Norsk-Norwegian/ct-p/guide_norwegian,https://community.canvaslms.com/t5/Guias-em-Portugu%C3%AAs-Portuguese/ct-p/portuguese_guides,https://community.canvaslms.com/t5/Guider-p%C3%A5-Svenska-Swedish/ct-p/guide-swedish,https://community.canvaslms.com/t5/%E4%B8%AD%E6%96%87%E6%8C%87%E5%8D%97-Chinese/ct-p/guide_chinese,https://community.canvaslms.com/t5/Canllawiau-yn-Gymraeg-Welsh/ct-p/guide_welsh,
contingency_30_minute_quickstart,https://community.canvaslms.com/t5/Contingency-Planning/Set-Up-Your-Canvas-Course-in-30-minutes-or-Less/ba-p/258437,,,,,,,,,,
contingency_web_conferencing,https://community.canvaslms.com/t5/Contingency-Planning/Web-Conferencing-Resources/ba-p/262674,,,,,,,,,,
contingency_covid,https://community.canvaslms.com/t5/Contingency-Planning/gh-p/contingency,,,,,,,,,,
guides_by_product,https://community.canvaslms.com/t5/Guides/ct-p/guides,https://community.canvaslms.com/t5/Guider-p%C3%A5-Dansk-Danish/ct-p/guide_danish,https://community.canvaslms.com/t5/Gu%C3%ADas-en-Espa%C3%B1ol-Spanish/ct-p/espanol_guides,https://community.canvaslms.com/t5/Guides-en-Fran%C3%A7ais-French/ct-p/guide_french,https://community.canvaslms.com/t5/Gidsen-in-het-Nederlands-Dutch/ct-p/guide_dutch,https://community.canvaslms.com/t5/Guider-p%C3%A5-Norsk-Norwegian/ct-p/guide_norwegian,https://community.canvaslms.com/t5/Guias-em-Portugu%C3%AAs-Portuguese/ct-p/portuguese_guides,https://community.canvaslms.com/t5/Guider-p%C3%A5-Svenska-Swedish/ct-p/guide-swedish,https://community.canvaslms.com/t5/%E4%B8%AD%E6%96%87%E6%8C%87%E5%8D%97-Chinese/ct-p/guide_chinese,https://community.canvaslms.com/t5/Canllawiau-yn-Gymraeg-Welsh/ct-p/guide_welsh,
instructor_add_module,https://community.canvaslms.com/t5/Instructor-Guide/How-do-I-add-a-module/ta-p/1151,https://community.canvaslms.com/t5/Dansk-Instrukt%C3%B8r-Guide/Hvordan-tilf%C3%B8jer-jeg-et-modul/ta-p/440150,https://community.canvaslms.com/t5/Gu%C3%ADa-del-Instructor/C%C3%B3mo-agrego-un-m%C3%B3dulo/ta-p/2261,https://community.canvaslms.com/t5/Francais-Guide-de-l-instructeur/Comment-cr%C3%A9er-un-module/ta-p/439233,https://community.canvaslms.com/t5/Nederlands-Instructeur-Gids/Hoe-voeg-ik-een-module-toe/ta-p/439948,https://community.canvaslms.com/t5/Norsk-Instrukt%C3%B8r-Guiden/Hvordan-legger-jeg-til-en-modul/ta-p/441207,https://community.canvaslms.com/t5/Guia-do-Instrutor/Como-eu-adiciono-um-M%C3%B3dulo/ta-p/2731,https://community.canvaslms.com/t5/Svenska-Instrukt%C3%B6r-Guide/Hur-l%C3%A4gger-jag-till-en-modul/ta-p/442067,https://community.canvaslms.com/t5/%E6%8C%87%E5%8D%97%E4%B8%AD%E6%96%87%E7%89%88-%E8%AE%B2%E5%B8%88%E6%8C%87%E5%8D%97-instructor/%E6%88%91%E5%A6%82%E4%BD%95%E6%B7%BB%E5%8A%A0%E4%B8%80%E4%B8%AA%E5%8D%95%E5%85%83/ta-p/440559,https://community.canvaslms.com/t5/Gymraeg-Canllaw-Addysgwyr/Sut-ydw-i-n-ychwanegu-modiwl/ta-p/441835,
instructor_add_rubric_course,https://community.canvaslms.com/t5/Instructor-Guide/How-do-I-add-a-rubric-in-a-course/ta-p/842,https://community.canvaslms.com/t5/Dansk-Instrukt%C3%B8r-Guide/Hvordan-tilf%C3%B8jer-jeg-en-rubrik-i-et-fag/ta-p/440169,https://community.canvaslms.com/t5/Gu%C3%ADa-del-Instructor/C%C3%B3mo-agrego-una-r%C3%BAbrica-en-un-curso/ta-p/2276,https://community.canvaslms.com/t5/Francais-Guide-de-l-instructeur/Comment-ajouter-un-bar%C3%A8me-dans-un-cours/ta-p/439393,https://community.canvaslms.com/t5/Nederlands-Instructeur-Gids/Hoe-voeg-ik-een-rubriek-aan-een-cursus-toe/ta-p/439906,https://community.canvaslms.com/t5/Norsk-Instrukt%C3%B8r-Guiden/Hvordan-legger-jeg-til-en-rubrikk-i-et-emne/ta-p/441198,https://community.canvaslms.com/t5/Guia-do-Instrutor/Como-adicionar-uma-rubrica-a-um-curso/ta-p/2651,https://community.canvaslms.com/t5/Svenska-Instrukt%C3%B6r-Guide/Hur-l%C3%A4gger-jag-till-en-rubrik-i-en-kurs/ta-p/442032,https://community.canvaslms.com/t5/%E6%8C%87%E5%8D%97%E4%B8%AD%E6%96%87%E7%89%88-%E8%AE%B2%E5%B8%88%E6%8C%87%E5%8D%97-instructor/%E5%A6%82%E4%BD%95%E5%B0%86%E8%AF%84%E5%88%86%E7%BB%86%E5%88%99%E6%B7%BB%E5%8A%A0%E5%88%B0%E8%AF%BE%E7%A8%8B/ta-p/440557,https://community.canvaslms.com/t5/Gymraeg-Canllaw-Addysgwyr/Sut-ydw-i-n-ychwanegu-cyfarwyddyd-sgorio-mewn-cwrs/ta-p/441740,
